INSERT INTO PACCHI VALUES
(401, 4, TO_TIMESTAMP('2020-11-09 22:31:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Medio', 6.0, FALSE),
(900, 81, TO_TIMESTAMP('2022-04-17 04:08:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Grande', 1.5, FALSE),
(901, 18, TO_TIMESTAMP('2022-10-15 17:57:00', 'YYYY-MM-DD HH24:MI:SS'), 52, 'Grande', 6.0, TRUE),
(902, 69, TO_TIMESTAMP('2022-02-23 11:49:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Grande', 3.0, TRUE),
(903, 39, TO_TIMESTAMP('2022-06-15 08:15:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Grande', 2.25, FALSE),
(904, 35, TO_TIMESTAMP('2021-06-21 17:48:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Piccolo', 6.75, FALSE),
(905, 10, TO_TIMESTAMP('2020-12-04 01:59:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Grande', 1.5, FALSE),
(906, 10, TO_TIMESTAMP('2023-03-16 03:17:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Medio', 3.0, FALSE),
(907, 42, TO_TIMESTAMP('2023-02-23 09:46:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Piccolo', 3.0, TRUE),
(908, 85, TO_TIMESTAMP('2022-02-25 05:17:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Piccolo', 3.75, TRUE),
(909, 3, TO_TIMESTAMP('2021-07-30 20:41:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Grande', 0.75, TRUE),
(910, 59, TO_TIMESTAMP('2021-07-09 13:05:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Grande', 3.75, TRUE),
(911, 14, TO_TIMESTAMP('2022-12-18 01:40:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Piccolo', 5.25, FALSE),
(912, 99, TO_TIMESTAMP('2020-05-03 09:55:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Grande', 2.25, TRUE),
(913, 56, TO_TIMESTAMP('2021-04-17 17:27:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Medio', 0.75, FALSE),
(914, 90, TO_TIMESTAMP('2022-07-27 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Medio', 0.75, TRUE),
(915, 19, TO_TIMESTAMP('2020-12-08 09:26:00', 'YYYY-MM-DD HH24:MI:SS'), 51, 'Medio', 6.75, FALSE),
(916, 53, TO_TIMESTAMP('2021-05-04 04:37:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Piccolo', 3.0, TRUE),
(917, 67, TO_TIMESTAMP('2022-09-22 16:03:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Medio', 6.75, TRUE),
(918, 47, TO_TIMESTAMP('2021-01-08 15:21:00', 'YYYY-MM-DD HH24:MI:SS'), 52, 'Piccolo', 6.0, FALSE),
(919, 97, TO_TIMESTAMP('2022-01-31 06:52:00', 'YYYY-MM-DD HH24:MI:SS'), 51, 'Medio', 1.5, TRUE),
(920, 41, TO_TIMESTAMP('2021-12-27 07:40:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Medio', 1.5, TRUE),
(921, 23, TO_TIMESTAMP('2021-09-29 07:06:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Grande', 0.75, TRUE),
(922, 22, TO_TIMESTAMP('2022-03-01 09:39:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Grande', 2.25, FALSE),
(923, 57, TO_TIMESTAMP('2020-07-17 21:55:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Grande', 6.0, FALSE),
(924, 98, TO_TIMESTAMP('2020-12-19 02:08:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Grande', 3.0, TRUE),
(925, 68, TO_TIMESTAMP('2022-04-22 10:40:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Piccolo', 7.5, TRUE),
(926, 56, TO_TIMESTAMP('2022-06-10 23:29:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Piccolo', 4.5, TRUE),
(927, 55, TO_TIMESTAMP('2021-06-23 11:35:00', 'YYYY-MM-DD HH24:MI:SS'), 50, 'Grande', 5.25, TRUE),
(928, 34, TO_TIMESTAMP('2022-02-15 02:16:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Piccolo', 7.5, FALSE),
(929, 80, TO_TIMESTAMP('2021-12-17 09:30:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Piccolo', 3.0, TRUE),
(930, 96, TO_TIMESTAMP('2022-08-22 02:52:00', 'YYYY-MM-DD HH24:MI:SS'), 51, 'Piccolo', 3.75, TRUE),
(931, 86, TO_TIMESTAMP('2022-06-21 11:06:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Medio', 3.0, TRUE),
(932, 5, TO_TIMESTAMP('2022-04-17 17:50:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Piccolo', 0.75, FALSE),
(933, 38, TO_TIMESTAMP('2021-02-16 17:56:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Piccolo', 6.75, TRUE),
(934, 82, TO_TIMESTAMP('2020-10-24 20:36:00', 'YYYY-MM-DD HH24:MI:SS'), 47, 'Medio', 2.25, FALSE),
(935, 66, TO_TIMESTAMP('2022-05-26 14:08:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Grande', 1.5, TRUE),
(936, 59, TO_TIMESTAMP('2020-10-03 02:48:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Grande', 6.0, FALSE),
(937, 86, TO_TIMESTAMP('2021-12-18 05:47:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Grande', 0.75, TRUE),
(938, 58, TO_TIMESTAMP('2022-12-17 20:07:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Grande', 2.25, FALSE),
(939, 54, TO_TIMESTAMP('2020-10-21 19:20:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Medio', 2.25, TRUE),
(940, 93, TO_TIMESTAMP('2021-02-02 17:11:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Grande', 3.75, FALSE),
(941, 47, TO_TIMESTAMP('2020-07-28 10:25:00', 'YYYY-MM-DD HH24:MI:SS'), 47, 'Grande', 1.5, FALSE),
(942, 23, TO_TIMESTAMP('2022-01-22 03:09:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Grande', 6.0, FALSE),
(943, 35, TO_TIMESTAMP('2021-10-01 12:06:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Medio', 3.0, TRUE),
(944, 52, TO_TIMESTAMP('2022-10-31 10:50:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Grande', 3.0, FALSE),
(945, 88, TO_TIMESTAMP('2021-08-14 11:11:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Grande', 5.25, TRUE),
(946, 37, TO_TIMESTAMP('2021-05-04 14:04:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Grande', 0.75, FALSE),
(947, 21, TO_TIMESTAMP('2022-12-07 01:22:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Medio', 5.25, TRUE),
(948, 25, TO_TIMESTAMP('2021-05-24 21:48:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Piccolo', 6.0, TRUE),
(949, 72, TO_TIMESTAMP('2021-05-17 16:31:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Grande', 3.0, FALSE),
(950, 18, TO_TIMESTAMP('2020-03-22 14:10:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Medio', 3.75, FALSE),
(951, 11, TO_TIMESTAMP('2020-09-15 05:31:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Medio', 3.0, FALSE),
(952, 45, TO_TIMESTAMP('2020-06-21 06:49:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Medio', 6.75, FALSE),
(953, 89, TO_TIMESTAMP('2022-04-26 21:20:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Piccolo', 4.5, FALSE),
(954, 4, TO_TIMESTAMP('2021-06-18 14:21:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Grande', 3.75, FALSE),
(955, 20, TO_TIMESTAMP('2021-10-09 18:32:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Grande', 6.75, TRUE),
(956, 16, TO_TIMESTAMP('2020-09-28 03:44:00', 'YYYY-MM-DD HH24:MI:SS'), 51, 'Piccolo', 7.5, TRUE),
(957, 99, TO_TIMESTAMP('2020-09-08 12:23:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Medio', 3.75, FALSE),
(958, 26, TO_TIMESTAMP('2021-04-07 17:52:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Grande', 4.5, FALSE),
(959, 71, TO_TIMESTAMP('2022-03-09 11:20:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Medio', 6.0, FALSE),
(960, 41, TO_TIMESTAMP('2022-06-18 00:11:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Grande', 1.5, FALSE),
(961, 72, TO_TIMESTAMP('2022-04-07 06:39:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Grande', 6.75, TRUE),
(962, 60, TO_TIMESTAMP('2023-01-05 17:04:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Grande', 4.5, FALSE),
(963, 9, TO_TIMESTAMP('2021-05-25 00:48:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Grande', 2.25, FALSE),
(964, 68, TO_TIMESTAMP('2020-07-03 20:03:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Grande', 6.75, TRUE),
(965, 49, TO_TIMESTAMP('2020-05-30 03:36:00', 'YYYY-MM-DD HH24:MI:SS'), 50, 'Grande', 3.0, TRUE),
(966, 80, TO_TIMESTAMP('2020-02-20 04:35:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Grande', 0.75, TRUE),
(967, 35, TO_TIMESTAMP('2022-01-05 09:45:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Grande', 3.0, FALSE),
(968, 17, TO_TIMESTAMP('2020-06-25 09:22:00', 'YYYY-MM-DD HH24:MI:SS'), 50, 'Piccolo', 2.25, TRUE),
(969, 71, TO_TIMESTAMP('2021-09-12 03:36:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Piccolo', 1.5, FALSE),
(970, 20, TO_TIMESTAMP('2022-06-15 19:15:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Piccolo', 1.5, FALSE),
(971, 68, TO_TIMESTAMP('2021-05-21 03:27:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Piccolo', 3.0, TRUE),
(972, 79, TO_TIMESTAMP('2022-12-23 04:26:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Grande', 4.5, TRUE),
(973, 84, TO_TIMESTAMP('2021-02-23 08:02:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Grande', 7.5, TRUE),
(974, 97, TO_TIMESTAMP('2021-04-15 09:01:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Grande', 3.0, TRUE),
(975, 77, TO_TIMESTAMP('2021-05-08 07:23:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Piccolo', 3.75, FALSE),
(976, 52, TO_TIMESTAMP('2022-11-03 12:10:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Piccolo', 0.75, FALSE),
(977, 14, TO_TIMESTAMP('2022-12-26 18:55:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Medio', 2.25, FALSE),
(978, 20, TO_TIMESTAMP('2022-07-13 11:09:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Medio', 3.0, TRUE),
(979, 1, TO_TIMESTAMP('2020-12-03 18:31:00', 'YYYY-MM-DD HH24:MI:SS'), 51, 'Grande', 3.75, TRUE),
(980, 37, TO_TIMESTAMP('2023-01-15 06:16:00', 'YYYY-MM-DD HH24:MI:SS'), 50, 'Medio', 2.25, TRUE),
(981, 12, TO_TIMESTAMP('2022-01-03 07:38:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Medio', 1.5, TRUE),
(982, 64, TO_TIMESTAMP('2022-04-16 09:20:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Piccolo', 3.75, FALSE),
(983, 76, TO_TIMESTAMP('2022-10-22 11:16:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Grande', 0.75, FALSE),
(984, 30, TO_TIMESTAMP('2020-12-24 00:52:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Medio', 3.0, TRUE),
(985, 65, TO_TIMESTAMP('2022-06-22 22:34:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Medio', 0.75, TRUE),
(986, 8, TO_TIMESTAMP('2023-03-31 14:01:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Grande', 1.5, FALSE),
(987, 11, TO_TIMESTAMP('2022-10-04 15:10:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Grande', 3.75, TRUE),
(988, 81, TO_TIMESTAMP('2022-04-12 10:06:00', 'YYYY-MM-DD HH24:MI:SS'), 47, 'Grande', 1.5, TRUE),
(989, 55, TO_TIMESTAMP('2020-09-30 02:07:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Grande', 2.25, TRUE),
(990, 14, TO_TIMESTAMP('2022-08-25 12:21:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Piccolo', 3.75, TRUE),
(991, 31, TO_TIMESTAMP('2022-04-30 21:07:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Piccolo', 0.75, TRUE),
(992, 60, TO_TIMESTAMP('2021-03-28 14:03:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Piccolo', 3.75, FALSE),
(993, 49, TO_TIMESTAMP('2023-02-18 11:13:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Grande', 7.5, TRUE),
(994, 34, TO_TIMESTAMP('2020-01-18 07:06:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Piccolo', 5.25, TRUE),
(995, 95, TO_TIMESTAMP('2022-04-08 20:22:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Medio', 5.25, FALSE),
(996, 8, TO_TIMESTAMP('2021-04-15 02:19:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Medio', 6.0, FALSE),
(997, 21, TO_TIMESTAMP('2021-10-27 01:58:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Piccolo', 6.0, TRUE),
(998, 28, TO_TIMESTAMP('2020-03-27 09:21:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Medio', 3.75, FALSE),
(999, 64, TO_TIMESTAMP('2022-08-31 10:07:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Grande', 2.25, TRUE),
(1000, 95, TO_TIMESTAMP('2022-01-05 11:56:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Piccolo', 7.5, FALSE),
(1001, 84, TO_TIMESTAMP('2023-01-16 14:40:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Medio', 5.25, FALSE),
(1002, 34, TO_TIMESTAMP('2020-12-09 17:53:00', 'YYYY-MM-DD HH24:MI:SS'), 47, 'Medio', 0.75, FALSE),
(1003, 31, TO_TIMESTAMP('2020-05-26 07:09:00', 'YYYY-MM-DD HH24:MI:SS'), 50, 'Medio', 5.25, FALSE),
(1004, 70, TO_TIMESTAMP('2020-11-13 09:54:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Piccolo', 3.0, FALSE),
(1005, 51, TO_TIMESTAMP('2020-08-16 03:40:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Piccolo', 3.75, FALSE),
(1006, 67, TO_TIMESTAMP('2020-02-06 01:18:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Grande', 6.0, FALSE),
(1007, 13, TO_TIMESTAMP('2022-06-14 11:48:00', 'YYYY-MM-DD HH24:MI:SS'), 50, 'Piccolo', 3.0, FALSE),
(1008, 82, TO_TIMESTAMP('2022-03-24 07:20:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Piccolo', 3.0, TRUE),
(1009, 46, TO_TIMESTAMP('2022-12-03 00:54:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Piccolo', 0.75, TRUE),
(1010, 30, TO_TIMESTAMP('2020-11-15 21:20:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Medio', 1.5, TRUE),
(1011, 78, TO_TIMESTAMP('2023-01-08 03:33:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Grande', 2.25, FALSE),
(1012, 94, TO_TIMESTAMP('2022-09-13 23:23:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Grande', 0.75, FALSE),
(1013, 61, TO_TIMESTAMP('2021-01-14 05:53:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Medio', 2.25, FALSE),
(1014, 66, TO_TIMESTAMP('2022-07-24 09:38:00', 'YYYY-MM-DD HH24:MI:SS'), 52, 'Grande', 6.0, FALSE),
(1015, 76, TO_TIMESTAMP('2022-12-03 23:01:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Medio', 5.25, FALSE),
(1016, 14, TO_TIMESTAMP('2021-04-26 01:36:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Grande', 0.75, TRUE),
(1017, 61, TO_TIMESTAMP('2022-02-08 04:35:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Medio', 3.75, FALSE),
(1018, 88, TO_TIMESTAMP('2020-04-26 20:34:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Grande', 6.75, TRUE),
(1019, 51, TO_TIMESTAMP('2021-02-27 16:32:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Grande', 3.75, FALSE),
(1020, 66, TO_TIMESTAMP('2022-05-18 02:55:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Medio', 3.0, FALSE),
(1021, 16, TO_TIMESTAMP('2021-06-30 09:51:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Medio', 4.5, TRUE),
(1022, 21, TO_TIMESTAMP('2021-07-12 23:42:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Piccolo', 6.0, TRUE),
(1023, 16, TO_TIMESTAMP('2021-06-22 20:55:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Medio', 5.25, TRUE),
(1024, 98, TO_TIMESTAMP('2021-07-17 01:50:00', 'YYYY-MM-DD HH24:MI:SS'), 52, 'Piccolo', 3.0, TRUE),
(1025, 81, TO_TIMESTAMP('2020-06-17 08:20:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Piccolo', 3.75, TRUE),
(1026, 23, TO_TIMESTAMP('2020-11-10 14:33:00', 'YYYY-MM-DD HH24:MI:SS'), 47, 'Piccolo', 6.75, TRUE),
(1027, 58, TO_TIMESTAMP('2020-12-08 23:02:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Piccolo', 7.5, TRUE),
(1028, 89, TO_TIMESTAMP('2020-02-09 04:06:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Medio', 0.75, FALSE),
(1029, 12, TO_TIMESTAMP('2023-02-08 11:40:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Medio', 7.5, FALSE),
(1030, 37, TO_TIMESTAMP('2022-04-09 01:06:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Piccolo', 5.25, TRUE),
(1031, 96, TO_TIMESTAMP('2022-01-18 23:06:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Grande', 6.0, TRUE),
(1032, 59, TO_TIMESTAMP('2022-06-29 07:19:00', 'YYYY-MM-DD HH24:MI:SS'), 52, 'Medio', 7.5, TRUE),
(1033, 22, TO_TIMESTAMP('2021-09-28 08:48:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Medio', 4.5, FALSE),
(1034, 26, TO_TIMESTAMP('2021-10-31 18:10:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Piccolo', 6.0, FALSE),
(1035, 45, TO_TIMESTAMP('2022-05-12 18:58:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Medio', 3.75, TRUE),
(1036, 31, TO_TIMESTAMP('2021-10-23 19:05:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Medio', 0.75, TRUE),
(1037, 32, TO_TIMESTAMP('2020-04-30 03:55:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Grande', 7.5, FALSE),
(1038, 87, TO_TIMESTAMP('2021-05-01 11:31:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Medio', 2.25, TRUE),
(1039, 27, TO_TIMESTAMP('2021-01-10 07:59:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Piccolo', 2.25, TRUE),
(1040, 15, TO_TIMESTAMP('2020-05-20 17:11:00', 'YYYY-MM-DD HH24:MI:SS'), 52, 'Piccolo', 3.75, TRUE),
(1041, 69, TO_TIMESTAMP('2021-06-25 14:21:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Grande', 1.5, FALSE),
(1042, 28, TO_TIMESTAMP('2022-01-21 02:11:00', 'YYYY-MM-DD HH24:MI:SS'), 52, 'Piccolo', 4.5, TRUE),
(1043, 92, TO_TIMESTAMP('2021-12-10 17:27:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Grande', 4.5, TRUE),
(1044, 15, TO_TIMESTAMP('2020-06-01 13:57:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Piccolo', 4.5, FALSE),
(1045, 59, TO_TIMESTAMP('2022-01-23 08:28:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Piccolo', 6.75, TRUE),
(1046, 76, TO_TIMESTAMP('2021-09-03 13:14:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Medio', 2.25, TRUE),
(1047, 42, TO_TIMESTAMP('2020-12-09 23:16:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Grande', 2.25, TRUE),
(1048, 26, TO_TIMESTAMP('2022-03-16 05:05:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Medio', 5.25, FALSE),
(1049, 19, TO_TIMESTAMP('2023-01-05 11:58:00', 'YYYY-MM-DD HH24:MI:SS'), 52, 'Grande', 3.0, TRUE),
(1050, 60, TO_TIMESTAMP('2020-05-11 01:16:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Medio', 5.25, TRUE),
(1051, 50, TO_TIMESTAMP('2020-12-05 23:08:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Medio', 0.75, TRUE),
(1052, 37, TO_TIMESTAMP('2022-02-12 09:24:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Medio', 0.75, FALSE),
(1053, 63, TO_TIMESTAMP('2021-09-22 02:00:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Piccolo', 7.5, TRUE),
(1054, 60, TO_TIMESTAMP('2020-08-04 20:52:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Piccolo', 3.0, TRUE),
(1055, 82, TO_TIMESTAMP('2021-03-14 15:28:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Grande', 0.75, TRUE),
(1056, 46, TO_TIMESTAMP('2022-06-07 20:14:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Medio', 5.25, TRUE),
(1057, 37, TO_TIMESTAMP('2020-12-19 22:37:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Medio', 4.5, TRUE),
(1058, 78, TO_TIMESTAMP('2020-11-18 00:47:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Grande', 3.75, TRUE),
(1059, 25, TO_TIMESTAMP('2021-01-31 16:59:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Grande', 5.25, FALSE),
(1060, 100, TO_TIMESTAMP('2020-11-10 07:28:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Medio', 6.0, FALSE),
(1061, 24, TO_TIMESTAMP('2021-11-25 05:30:00', 'YYYY-MM-DD HH24:MI:SS'), 51, 'Grande', 7.5, TRUE),
(1062, 15, TO_TIMESTAMP('2022-06-15 10:27:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Grande', 5.25, FALSE),
(1063, 35, TO_TIMESTAMP('2021-03-12 05:52:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Piccolo', 6.75, FALSE),
(1064, 27, TO_TIMESTAMP('2020-08-16 17:43:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Piccolo', 0.75, FALSE),
(1065, 36, TO_TIMESTAMP('2021-11-05 20:43:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Medio', 3.75, FALSE),
(1066, 7, TO_TIMESTAMP('2021-02-04 04:11:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Medio', 6.75, TRUE),
(1067, 28, TO_TIMESTAMP('2020-11-19 16:06:00', 'YYYY-MM-DD HH24:MI:SS'), 52, 'Grande', 3.0, FALSE),
(1068, 25, TO_TIMESTAMP('2020-11-30 20:31:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Medio', 2.25, TRUE),
(1069, 49, TO_TIMESTAMP('2022-10-19 22:13:00', 'YYYY-MM-DD HH24:MI:SS'), 50, 'Grande', 3.75, TRUE),
(1070, 86, TO_TIMESTAMP('2022-07-19 05:27:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Medio', 6.75, FALSE),
(1071, 97, TO_TIMESTAMP('2021-01-04 20:32:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Piccolo', 0.75, TRUE),
(1072, 12, TO_TIMESTAMP('2022-06-03 13:35:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Piccolo', 3.75, FALSE),
(1073, 6, TO_TIMESTAMP('2023-02-23 01:38:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Medio', 0.75, TRUE),
(1074, 56, TO_TIMESTAMP('2022-05-10 03:57:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Grande', 3.0, FALSE),
(1075, 99, TO_TIMESTAMP('2022-03-12 04:15:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Medio', 5.25, FALSE),
(1076, 45, TO_TIMESTAMP('2022-05-24 22:22:00', 'YYYY-MM-DD HH24:MI:SS'), 51, 'Piccolo', 6.75, FALSE),
(1077, 4, TO_TIMESTAMP('2021-09-03 17:28:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Medio', 1.5, FALSE),
(1078, 30, TO_TIMESTAMP('2023-03-30 20:09:00', 'YYYY-MM-DD HH24:MI:SS'), 50, 'Medio', 2.25, TRUE),
(1079, 16, TO_TIMESTAMP('2022-06-23 18:20:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Piccolo', 0.75, TRUE),
(1080, 54, TO_TIMESTAMP('2022-09-10 01:13:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Grande', 3.0, TRUE),
(1081, 16, TO_TIMESTAMP('2022-06-16 23:04:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Piccolo', 3.0, TRUE),
(1082, 88, TO_TIMESTAMP('2022-10-16 19:34:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Grande', 3.0, FALSE),
(1083, 58, TO_TIMESTAMP('2021-02-06 02:51:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Grande', 3.0, TRUE),
(1084, 24, TO_TIMESTAMP('2022-06-13 00:36:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Piccolo', 4.5, TRUE),
