101, 'PCR-SO', 48, 28, TO_TIMESTAMP('2021-03-26 12:02:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-03-26 21:04:00', 'YYYY-MM-DD HH24:MI:SS'), 23),
169, 'SO-CRS', 35, 15, TO_TIMESTAMP('2021-02-04 13:33:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-02-06 09:00:00', 'YYYY-MM-DD HH24:MI:SS'), 21),
169, 'CRS-CRS', 15, 14, TO_TIMESTAMP('2021-02-06 09:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-02-07 19:33:00', 'YYYY-MM-DD HH24:MI:SS'), 20),
169, 'CRS-SO', 14, 34, TO_TIMESTAMP('2021-02-07 19:33:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-02-07 23:03:00', 'YYYY-MM-DD HH24:MI:SS'), 26),
169, 'SO-PCR', 34, 54, TO_TIMESTAMP('2021-02-07 23:03:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-02-09 06:33:00', 'YYYY-MM-DD HH24:MI:SS'), 25),
170, 'PCR-SO', 50, 30, TO_TIMESTAMP('2022-06-14 07:35:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-06-14 11:32:00', 'YYYY-MM-DD HH24:MI:SS'), 19),
170, 'SO-CRS', 30, 10, TO_TIMESTAMP('2022-06-14 11:32:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-06-15 22:58:00', 'YYYY-MM-DD HH24:MI:SS'), 33),
170, 'CRS-CRS', 10, 8, TO_TIMESTAMP('2022-06-15 22:58:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-06-16 06:44:00', 'YYYY-MM-DD HH24:MI:SS'), 60),
170, 'CRS-SO', 8, 28, TO_TIMESTAMP('2022-06-16 06:44:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-06-16 22:47:00', 'YYYY-MM-DD HH24:MI:SS'), 25),
170, 'SO-PCR', 28, 48, TO_TIMESTAMP('2022-06-16 22:47:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-06-17 20:01:00', 'YYYY-MM-DD HH24:MI:SS'), 39),
171, 'PCR-SO', 45, 25, TO_TIMESTAMP('2020-08-23 20:35:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-25 19:10:00', 'YYYY-MM-DD HH24:MI:SS'), 82),
171, 'SO-CRS', 25, 5, TO_TIMESTAMP('2020-08-25 19:10:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-26 04:19:00', 'YYYY-MM-DD HH24:MI:SS'), 77),
171, 'CRS-CRS', 5, 9, TO_TIMESTAMP('2020-08-26 04:19:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-26 21:22:00', 'YYYY-MM-DD HH24:MI:SS'), 73),
171, 'CRS-SO', 9, 29, TO_TIMESTAMP('2020-08-26 21:22:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-28 05:48:00', 'YYYY-MM-DD HH24:MI:SS'), 57),
171, 'SO-PCR', 29, 49, TO_TIMESTAMP('2020-08-28 05:48:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-29 17:47:00', 'YYYY-MM-DD HH24:MI:SS'), 92),
172, 'PCR-SO', 47, 27, TO_TIMESTAMP('2021-09-16 23:46:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-18 08:10:00', 'YYYY-MM-DD HH24:MI:SS'), 12),
172, 'SO-CRS', 27, 7, TO_TIMESTAMP('2021-09-18 08:10:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-18 20:42:00', 'YYYY-MM-DD HH24:MI:SS'), 6),
172, 'CRS-CRS', 7, 10, TO_TIMESTAMP('2021-09-18 20:42:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-19 00:26:00', 'YYYY-MM-DD HH24:MI:SS'), 7),
172, 'CRS-SO', 10, 30, TO_TIMESTAMP('2021-09-19 00:26:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-20 16:41:00', 'YYYY-MM-DD HH24:MI:SS'), 92),
172, 'SO-PCR', 30, 50, TO_TIMESTAMP('2021-09-20 16:41:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-22 05:09:00', 'YYYY-MM-DD HH24:MI:SS'), 13),
173, 'PCR-SO', 60, 40, TO_TIMESTAMP('2022-08-04 02:49:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-08-05 21:56:00', 'YYYY-MM-DD HH24:MI:SS'), 2),
173, 'SO-CRS', 40, 20, TO_TIMESTAMP('2022-08-05 21:56:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-08-06 08:26:00', 'YYYY-MM-DD HH24:MI:SS'), 26),
173, 'CRS-CRS', 20, 6, TO_TIMESTAMP('2022-08-06 08:26:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-08-06 18:07:00', 'YYYY-MM-DD HH24:MI:SS'), 61),
173, 'CRS-SO', 6, 26, TO_TIMESTAMP('2022-08-06 18:07:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-08-06 23:50:00', 'YYYY-MM-DD HH24:MI:SS'), 86),
173, 'SO-PCR', 26, 46, TO_TIMESTAMP('2022-08-06 23:50:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-08-08 06:06:00', 'YYYY-MM-DD HH24:MI:SS'), 37),
174, 'PCR-SO', 49, 29, TO_TIMESTAMP('2021-01-01 01:50:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-01-02 17:13:00', 'YYYY-MM-DD HH24:MI:SS'), 9),
174, 'SO-CRS', 29, 9, TO_TIMESTAMP('2021-01-02 17:13:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-01-03 06:21:00', 'YYYY-MM-DD HH24:MI:SS'), 44),
174, 'CRS-CRS', 9, 7, TO_TIMESTAMP('2021-01-03 06:21:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-01-04 03:12:00', 'YYYY-MM-DD HH24:MI:SS'), 52),
174, 'CRS-SO', 7, 27, TO_TIMESTAMP('2021-01-04 03:12:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-01-04 08:08:00', 'YYYY-MM-DD HH24:MI:SS'), 28),
174, 'SO-PCR', 27, 47, TO_TIMESTAMP('2021-01-04 08:08:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-01-04 15:32:00', 'YYYY-MM-DD HH24:MI:SS'), 33),
175, 'PCR-SO', 53, 33, TO_TIMESTAMP('2020-03-16 01:51:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-03-17 05:07:00', 'YYYY-MM-DD HH24:MI:SS'), 85),
175, 'SO-CRS', 33, 13, TO_TIMESTAMP('2020-03-17 05:07:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-03-18 14:23:00', 'YYYY-MM-DD HH24:MI:SS'), 26),
175, 'CRS-CRS', 13, 6, TO_TIMESTAMP('2020-03-18 14:23:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-03-19 08:08:00', 'YYYY-MM-DD HH24:MI:SS'), 96),
175, 'CRS-SO', 6, 26, TO_TIMESTAMP('2020-03-19 08:08:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-03-20 17:45:00', 'YYYY-MM-DD HH24:MI:SS'), 92),
175, 'SO-PCR', 26, 46, TO_TIMESTAMP('2020-03-20 17:45:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-03-21 04:07:00', 'YYYY-MM-DD HH24:MI:SS'), 8),
176, 'PCR-SO', 52, 32, TO_TIMESTAMP('2022-10-18 15:41:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-10-19 05:32:00', 'YYYY-MM-DD HH24:MI:SS'), 92),
176, 'SO-CRS', 32, 12, TO_TIMESTAMP('2022-10-19 05:32:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-10-20 15:26:00', 'YYYY-MM-DD HH24:MI:SS'), 23),
176, 'CRS-CRS', 12, 14, TO_TIMESTAMP('2022-10-20 15:26:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-10-22 09:52:00', 'YYYY-MM-DD HH24:MI:SS'), 24),
176, 'CRS-SO', 14, 34, TO_TIMESTAMP('2022-10-22 09:52:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-10-23 05:31:00', 'YYYY-MM-DD HH24:MI:SS'), 14),
176, 'SO-PCR', 34, 54, TO_TIMESTAMP('2022-10-23 05:31:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-10-23 10:22:00', 'YYYY-MM-DD HH24:MI:SS'), 23),
177, 'PCR-SO', 44, 24, TO_TIMESTAMP('2021-02-10 16:38:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-02-12 00:29:00', 'YYYY-MM-DD HH24:MI:SS'), 83),
177, 'SO-CRS', 24, 4, TO_TIMESTAMP('2021-02-12 00:29:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-02-12 22:50:00', 'YYYY-MM-DD HH24:MI:SS'), 12),
177, 'CRS-CRS', 4, 4, TO_TIMESTAMP('2021-02-12 22:50:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-02-13 20:36:00', 'YYYY-MM-DD HH24:MI:SS'), 2),
177, 'CRS-SO', 4, 24, TO_TIMESTAMP('2021-02-13 20:36:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-02-14 06:59:00', 'YYYY-MM-DD HH24:MI:SS'), 9),
177, 'SO-PCR', 24, 44, TO_TIMESTAMP('2021-02-14 06:59:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-02-15 16:56:00', 'YYYY-MM-DD HH24:MI:SS'), 84),
178, 'PCR-SO', 49, 29, TO_TIMESTAMP('2020-12-20 13:41:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-21 12:44:00', 'YYYY-MM-DD HH24:MI:SS'), 8),
178, 'SO-CRS', 29, 9, TO_TIMESTAMP('2020-12-21 12:44:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-22 02:03:00', 'YYYY-MM-DD HH24:MI:SS'), 77),
178, 'CRS-CRS', 9, 5, TO_TIMESTAMP('2020-12-22 02:03:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-22 06:23:00', 'YYYY-MM-DD HH24:MI:SS'), 84),
178, 'CRS-SO', 5, 25, TO_TIMESTAMP('2020-12-22 06:23:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-23 03:53:00', 'YYYY-MM-DD HH24:MI:SS'), 33),
178, 'SO-PCR', 25, 45, TO_TIMESTAMP('2020-12-23 03:53:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-23 15:48:00', 'YYYY-MM-DD HH24:MI:SS'), 80),
179, 'PCR-SO', 55, 35, TO_TIMESTAMP('2021-05-18 12:51:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-05-20 07:29:00', 'YYYY-MM-DD HH24:MI:SS'), 83),
179, 'SO-CRS', 35, 15, TO_TIMESTAMP('2021-05-20 07:29:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-05-22 04:17:00', 'YYYY-MM-DD HH24:MI:SS'), 52),
179, 'CRS-CRS', 15, 8, TO_TIMESTAMP('2021-05-22 04:17:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-05-23 13:12:00', 'YYYY-MM-DD HH24:MI:SS'), 84),
179, 'CRS-SO', 8, 28, TO_TIMESTAMP('2021-05-23 13:12:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-05-24 01:30:00', 'YYYY-MM-DD HH24:MI:SS'), 44),
179, 'SO-PCR', 28, 48, TO_TIMESTAMP('2021-05-24 01:30:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-05-24 08:47:00', 'YYYY-MM-DD HH24:MI:SS'), 96),
180, 'PCR-SO', 47, 27, TO_TIMESTAMP('2020-11-27 03:59:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-11-27 19:52:00', 'YYYY-MM-DD HH24:MI:SS'), 44),
180, 'SO-CRS', 27, 7, TO_TIMESTAMP('2020-11-27 19:52:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-11-28 10:06:00', 'YYYY-MM-DD HH24:MI:SS'), 16),
180, 'CRS-CRS', 7, 12, TO_TIMESTAMP('2020-11-28 10:06:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-11-30 05:34:00', 'YYYY-MM-DD HH24:MI:SS'), 18),
180, 'CRS-SO', 12, 32, TO_TIMESTAMP('2020-11-30 05:34:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-11-30 17:49:00', 'YYYY-MM-DD HH24:MI:SS'), 21),
180, 'SO-PCR', 32, 52, TO_TIMESTAMP('2020-11-30 17:49:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-02 17:04:00', 'YYYY-MM-DD HH24:MI:SS'), 60),
181, 'PCR-SO', 42, 22, TO_TIMESTAMP('2022-05-17 08:42:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-17 22:09:00', 'YYYY-MM-DD HH24:MI:SS'), 94),
181, 'SO-CRS', 22, 2, TO_TIMESTAMP('2022-05-17 22:09:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-18 11:44:00', 'YYYY-MM-DD HH24:MI:SS'), 57),
181, 'CRS-CRS', 2, 6, TO_TIMESTAMP('2022-05-18 11:44:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-20 06:32:00', 'YYYY-MM-DD HH24:MI:SS'), 77),
181, 'CRS-SO', 6, 26, TO_TIMESTAMP('2022-05-20 06:32:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-21 18:41:00', 'YYYY-MM-DD HH24:MI:SS'), 57),
181, 'SO-PCR', 26, 46, TO_TIMESTAMP('2022-05-21 18:41:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-23 02:52:00', 'YYYY-MM-DD HH24:MI:SS'), 6),
182, 'PCR-SO', 47, 27, TO_TIMESTAMP('2021-10-09 00:33:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-10-09 17:39:00', 'YYYY-MM-DD HH24:MI:SS'), 84),
182, 'SO-CRS', 27, 7, TO_TIMESTAMP('2021-10-09 17:39:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-10-10 06:30:00', 'YYYY-MM-DD HH24:MI:SS'), 20),
182, 'CRS-CRS', 7, 19, TO_TIMESTAMP('2021-10-10 06:30:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-10-11 03:34:00', 'YYYY-MM-DD HH24:MI:SS'), 86),
182, 'CRS-SO', 19, 39, TO_TIMESTAMP('2021-10-11 03:34:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-10-12 01:26:00', 'YYYY-MM-DD HH24:MI:SS'), 92),
182, 'SO-PCR', 39, 59, TO_TIMESTAMP('2021-10-12 01:26:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-10-13 15:12:00', 'YYYY-MM-DD HH24:MI:SS'), 51),
183, 'PCR-SO', 57, 37, TO_TIMESTAMP('2021-03-03 16:17:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-03-04 13:10:00', 'YYYY-MM-DD HH24:MI:SS'), 21),
183, 'SO-CRS', 37, 17, TO_TIMESTAMP('2021-03-04 13:10:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-03-06 02:42:00', 'YYYY-MM-DD HH24:MI:SS'), 84),
183, 'CRS-CRS', 17, 14, TO_TIMESTAMP('2021-03-06 02:42:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-03-06 15:04:00', 'YYYY-MM-DD HH24:MI:SS'), 55),
183, 'CRS-SO', 14, 34, TO_TIMESTAMP('2021-03-06 15:04:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-03-08 09:24:00', 'YYYY-MM-DD HH24:MI:SS'), 96),
183, 'SO-PCR', 34, 54, TO_TIMESTAMP('2021-03-08 09:24:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-03-10 08:26:00', 'YYYY-MM-DD HH24:MI:SS'), 11),
184, 'PCR-SO', 53, 33, TO_TIMESTAMP('2021-01-28 04:01:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-01-29 07:18:00', 'YYYY-MM-DD HH24:MI:SS'), 39),
184, 'SO-CRS', 33, 13, TO_TIMESTAMP('2021-01-29 07:18:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-01-30 20:16:00', 'YYYY-MM-DD HH24:MI:SS'), 82),
184, 'CRS-CRS', 13, 18, TO_TIMESTAMP('2021-01-30 20:16:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-02-01 16:45:00', 'YYYY-MM-DD HH24:MI:SS'), 25),
184, 'CRS-SO', 18, 38, TO_TIMESTAMP('2021-02-01 16:45:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-02-03 05:41:00', 'YYYY-MM-DD HH24:MI:SS'), 71),
184, 'SO-PCR', 38, 58, TO_TIMESTAMP('2021-02-03 05:41:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-02-03 19:51:00', 'YYYY-MM-DD HH24:MI:SS'), 47),
185, 'PCR-SO', 51, 31, TO_TIMESTAMP('2022-05-27 01:24:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-27 21:48:00', 'YYYY-MM-DD HH24:MI:SS'), 96),
185, 'SO-CRS', 31, 11, TO_TIMESTAMP('2022-05-27 21:48:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-29 19:57:00', 'YYYY-MM-DD HH24:MI:SS'), 39),
185, 'CRS-CRS', 11, 7, TO_TIMESTAMP('2022-05-29 19:57:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-30 00:18:00', 'YYYY-MM-DD HH24:MI:SS'), 69),
185, 'CRS-SO', 7, 27, TO_TIMESTAMP('2022-05-30 00:18:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-30 10:16:00', 'YYYY-MM-DD HH24:MI:SS'), 6),
185, 'SO-PCR', 27, 47, TO_TIMESTAMP('2022-05-30 10:16:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-31 16:19:00', 'YYYY-MM-DD HH24:MI:SS'), 46),
186, 'PCR-SO', 47, 27, TO_TIMESTAMP('2020-07-16 01:01:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-07-16 15:49:00', 'YYYY-MM-DD HH24:MI:SS'), 11),
186, 'SO-CRS', 27, 7, TO_TIMESTAMP('2020-07-16 15:49:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-07-16 19:46:00', 'YYYY-MM-DD HH24:MI:SS'), 12),
186, 'CRS-CRS', 7, 1, TO_TIMESTAMP('2020-07-16 19:46:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-07-18 14:45:00', 'YYYY-MM-DD HH24:MI:SS'), 51),
186, 'CRS-SO', 1, 21, TO_TIMESTAMP('2020-07-18 14:45:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-07-19 08:54:00', 'YYYY-MM-DD HH24:MI:SS'), 66),
186, 'SO-PCR', 21, 41, TO_TIMESTAMP('2020-07-19 08:54:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-07-20 20:17:00', 'YYYY-MM-DD HH24:MI:SS'), 33),
187, 'PCR-SO', 57, 37, TO_TIMESTAMP('2021-04-23 17:29:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-04-24 15:39:00', 'YYYY-MM-DD HH24:MI:SS'), 44),
187, 'SO-CRS', 37, 17, TO_TIMESTAMP('2021-04-24 15:39:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-04-24 20:03:00', 'YYYY-MM-DD HH24:MI:SS'), 55),
187, 'CRS-CRS', 17, 13, TO_TIMESTAMP('2021-04-24 20:03:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-04-25 07:15:00', 'YYYY-MM-DD HH24:MI:SS'), 61),
187, 'CRS-SO', 13, 33, TO_TIMESTAMP('2021-04-25 07:15:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-04-26 22:04:00', 'YYYY-MM-DD HH24:MI:SS'), 28),
187, 'SO-PCR', 33, 53, TO_TIMESTAMP('2021-04-26 22:04:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-04-27 18:54:00', 'YYYY-MM-DD HH24:MI:SS'), 18),
188, 'PCR-SO', 60, 40, TO_TIMESTAMP('2020-06-07 18:56:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-06-08 22:44:00', 'YYYY-MM-DD HH24:MI:SS'), 41),
188, 'SO-CRS', 40, 20, TO_TIMESTAMP('2020-06-08 22:44:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-06-09 21:51:00', 'YYYY-MM-DD HH24:MI:SS'), 41),
188, 'CRS-CRS', 20, 19, TO_TIMESTAMP('2020-06-09 21:51:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-06-10 01:15:00', 'YYYY-MM-DD HH24:MI:SS'), 82),
188, 'CRS-SO', 19, 39, TO_TIMESTAMP('2020-06-10 01:15:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-06-10 20:58:00', 'YYYY-MM-DD HH24:MI:SS'), 26),
188, 'SO-PCR', 39, 59, TO_TIMESTAMP('2020-06-10 20:58:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-06-12 02:15:00', 'YYYY-MM-DD HH24:MI:SS'), 47),
189, 'PCR-SO', 50, 30, TO_TIMESTAMP('2022-09-12 22:13:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-09-13 03:40:00', 'YYYY-MM-DD HH24:MI:SS'), 7),
189, 'SO-CRS', 30, 10, TO_TIMESTAMP('2022-09-13 03:40:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-09-14 08:50:00', 'YYYY-MM-DD HH24:MI:SS'), 73),
189, 'CRS-CRS', 10, 11, TO_TIMESTAMP('2022-09-14 08:50:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-09-14 19:42:00', 'YYYY-MM-DD HH24:MI:SS'), 21),
189, 'CRS-SO', 11, 31, TO_TIMESTAMP('2022-09-14 19:42:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-09-15 08:17:00', 'YYYY-MM-DD HH24:MI:SS'), 69),
189, 'SO-PCR', 31, 51, TO_TIMESTAMP('2022-09-15 08:17:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-09-15 23:22:00', 'YYYY-MM-DD HH24:MI:SS'), 84),
190, 'PCR-SO', 46, 26, TO_TIMESTAMP('2022-04-13 21:36:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-14 17:01:00', 'YYYY-MM-DD HH24:MI:SS'), 46),
190, 'SO-CRS', 26, 6, TO_TIMESTAMP('2022-04-14 17:01:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-15 14:18:00', 'YYYY-MM-DD HH24:MI:SS'), 7),
190, 'CRS-CRS', 6, 1, TO_TIMESTAMP('2022-04-15 14:18:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-16 04:38:00', 'YYYY-MM-DD HH24:MI:SS'), 25),
190, 'CRS-SO', 1, 21, TO_TIMESTAMP('2022-04-16 04:38:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-18 03:02:00', 'YYYY-MM-DD HH24:MI:SS'), 61),
190, 'SO-PCR', 21, 41, TO_TIMESTAMP('2022-04-18 03:02:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-18 10:28:00', 'YYYY-MM-DD HH24:MI:SS'), 28),
191, 'PCR-SO', 52, 32, TO_TIMESTAMP('2020-04-26 16:29:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-04-28 15:53:00', 'YYYY-MM-DD HH24:MI:SS'), 73),
191, 'SO-CRS', 32, 12, TO_TIMESTAMP('2020-04-28 15:53:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-04-28 21:48:00', 'YYYY-MM-DD HH24:MI:SS'), 57),
191, 'CRS-CRS', 12, 5, TO_TIMESTAMP('2020-04-28 21:48:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-04-29 12:21:00', 'YYYY-MM-DD HH24:MI:SS'), 85),
191, 'CRS-SO', 5, 25, TO_TIMESTAMP('2020-04-29 12:21:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-05-01 03:09:00', 'YYYY-MM-DD HH24:MI:SS'), 80),
191, 'SO-PCR', 25, 45, TO_TIMESTAMP('2020-05-01 03:09:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-05-02 02:45:00', 'YYYY-MM-DD HH24:MI:SS'), 39),
192, 'PCR-SO', 55, 35, TO_TIMESTAMP('2020-08-05 18:21:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-07 09:54:00', 'YYYY-MM-DD HH24:MI:SS'), 66),
192, 'SO-CRS', 35, 15, TO_TIMESTAMP('2020-08-07 09:54:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-09 08:14:00', 'YYYY-MM-DD HH24:MI:SS'), 15),
192, 'CRS-CRS', 15, 14, TO_TIMESTAMP('2020-08-09 08:14:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-09 17:01:00', 'YYYY-MM-DD HH24:MI:SS'), 24),
192, 'CRS-SO', 14, 34, TO_TIMESTAMP('2020-08-09 17:01:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-11 16:50:00', 'YYYY-MM-DD HH24:MI:SS'), 60),
